,Rho,RhoU,P
0,1.0,0.0,2.5000000000000004
1,0.9980223042372359,0.0023367844913598675,2.4930846598085794
2,0.9971653067460949,0.0033476713835902563,2.4900910951064117
3,0.9960097477741068,0.004708739046578426,2.486058765173015
4,0.9944835019383309,0.006503281616809241,2.480739068809932
5,0.9925082574574726,0.008820476023156222,2.4738647126659625
6,0.9900026219783016,0.011751358908894992,2.465161094719064
7,0.9868857936414411,0.015383920400740528,2.4543602276051857
8,0.9830815963782286,0.019797762801070082,2.441215926789076
9,0.978522468466789,0.025058885561956328,2.4255186712216235
10,0.9731529846922112,0.031215174516719096,2.4071085030309503
11,0.9669325580264216,0.03829308559015754,2.3858845857154183
12,0.9598370897783244,0.046295841337845464,2.361810527567932
13,0.951859487874841,0.0552032435173195,2.3349151823940697
14,0.943009118374474,0.0649729941232035,2.3052892292669163
15,0.9333103689680197,0.07554325102780038,2.2730782958788125
16,0.9228005707321867,0.08683604558430867,2.2384736632234024
17,0.9115275443720707,0.09876116191370773,2.2017016641764404
18,0.8995470180784381,0.1112201092714295,2.16301279901651
19,0.8869201194287432,0.12410988964252163,2.1226713937710184
20,0.8737110874684112,0.1373263509882784,2.0809463823827805
21,0.8599852946524752,0.15076700448870817,2.0381035504252143
22,0.8458076192561159,0.16433325981591723,1.9943993690537882
23,0.8312411708932114,0.17793209012856087,1.950076388858285
24,0.8163463456314571,0.19147717710635162,1.905360056816737
25,0.8011801716575284,0.20488960804799394,1.8604567597284465
26,0.7857958993803728,0.218098205438327,1.8155528743308622
27,0.7702427888958326,0.23103956837571574,1.7708146069556723
28,0.7545660507158568,0.2436578983709866,1.7263884243386738
29,0.7388069008541054,0.25590467209372836,1.6824019043575078
30,0.7230026974883055,0.26773821267050424,1.638964865502771
31,0.7071871326460307,0.27912320044518407,1.596170663212714
32,0.6913904581895614,0.29003015444552444,1.5540975677920683
33,0.6756397305740887,0.3004349075068733,1.5128101615972043
34,0.6599590633791542,0.3103180911567257,1.472360712384796
35,0.6443698805645187,0.31966464086894436,1.4327904955881765
36,0.6288911670097248,0.3284633279696101,1.394131051572338
37,0.6135397164964493,0.3367063210594236,1.3564053757375356
38,0.5983303816769362,0.3443887771289747,1.3196290513296067
39,0.5832763360916041,0.3515084598617222,1.2838113494387233
40,0.5683893692920249,0.3580653808185512,1.2489563427537302
41,0.5536802502020047,0.3640614538352182,1.2150641169495935
42,0.5391592329366238,0.3695001506885217,1.1821322365087963
43,0.5248368394383457,0.37438613004864785,1.1501577670301797
44,0.5107252042618103,0.3787247898413398,1.1191404742883444
45,0.4968405977016038,0.38252163184352206,1.0890885515384614
46,0.48320855994690476,0.3857811715494999,1.060030036756584
47,0.4698751907090985,0.3885046374017395,1.0320379203276608
48,0.45693435013967265,0.39068427461577554,1.0052911133721212
49,0.44459966851879573,0.39228720920647964,0.9802380067122958
50,0.43340955429029976,0.3932093614684537,0.9580644276428076
51,0.42481494873083997,0.39328731222312996,0.9418202585101298
52,0.42147410395831786,0.3930608226999164,0.9358566308737077
53,0.42149144244818093,0.3929360357886643,0.9360872254475437
54,0.42178822218175965,0.39283056900319413,0.9368175437308085
55,0.42196061295903187,0.392721794548198,0.9373172421790948
56,0.42203962227968106,0.39260635852555464,0.9376505144089557
57,0.4220580317886713,0.39248244432736756,0.9378824018359387
58,0.42203270251263914,0.3923481051222477,0.9380479394151338
59,0.4219716351441369,0.39220095582550457,0.938166051340683
60,0.4218779464564101,0.3920380512807881,0.938247287709779
61,0.421751931343428,0.3918559878775061,0.938297575060765
62,0.42159201983855266,0.3916508790050823,0.9383200693250563
63,0.42139377408980533,0.3914169317139197,0.9383154977987249
64,0.42114474773873994,0.39114139397973213,0.93828038172602
65,0.42081283420723514,0.3907935718875231,0.9382022730808851
66,0.4203275672989285,0.3903073713144732,0.9380518549169851
67,0.4195578461621691,0.3895605631659496,0.9377734459450293
68,0.4182944156258004,0.3883584914953682,0.937277524137829
69,0.41624848535082265,0.38643277988764874,0.936440186828373
70,0.4130762861197162,0.38346411980964457,0.9351137730040773
71,0.408431965271281,0.3791313595475881,0.9331496815524
72,0.4020399984063585,0.37317869658483155,0.9304295819442818
73,0.39376821922478245,0.36548343069091793,0.9268968756800651
74,0.38367914928631963,0.3561035675246954,0.9225787976737088
75,0.372043016936588,0.34528986466062844,0.917592008803657
76,0.3593082158717991,0.33345838542893624,0.9121298562744644
77,0.3460380854314348,0.3211318103433088,0.9064351324623173
78,0.3328312825704099,0.30886553543810813,0.9007657715939807
79,0.32024445008668134,0.2971759133722106,0.8953615369148992
80,0.30873167865492346,0.2864840854796199,0.8904179348079525
81,0.29860843616015836,0.2770825183176312,0.886070649044866
82,0.290040974749675,0.2691251740351496,0.8823909129681036
83,0.2830573117822722,0.2626376823777023,0.8793901112673445
84,0.2775731614563174,0.2575413558177086,0.8770307146248473
85,0.2734254354417249,0.25368417946908667,0.8752402940522597
86,0.2704066315760764,0.2508725465108974,0.8739256138638378
87,0.2682950373907903,0.24889898268422023,0.8729844145258245
88,0.26687766788947076,0.24756292177023834,0.8723132287857831
89,0.265964781756083,0.24668333164697576,0.8718102090569498
90,0.2653963367252345,0.24610332155849154,0.8713723042305378
91,0.26504166813969976,0.24568759218388564,0.8708861011367561
92,0.2647940014702961,0.24531365847836467,0.8702112631068216
93,0.2645613505153098,0.24485719142868473,0.869155124633386
94,0.2642554458568863,0.24417055165732188,0.8674379329995796
95,0.26378164064708487,0.24305148176679958,0.8646533744170963
96,0.2630347924027831,0.24119520360694702,0.8602391390518813
97,0.26192947816280254,0.23814561027681838,0.8534753416393126
98,0.25989757921261986,0.23277718886165225,0.843192226244484
99,0.265047228026482,0.23072863206973493,0.8280195266719188
100,0.125,0.0,0.25000000000000006
